IDREF,Year_Reference,languages_Chinese,languages_English,languages_French,languages_Hindi,languages_Spanish,skill_SocialSciences,skill_Art,skill_Technology,missing_language,missing_skill,grade,exam_score,ProfileType,school,major,citizen_cntry,previous_degree,ethnicity,previous_state,male_gender,international,year_birth
711,2012,0,0,0,0,0,0,0,0,1,1,3.4660001,710,Others,COLUMBIAUNIVSCHGENRLSTDS,History,USA,BachelorofArts,,NewYork,1,0,1984
712,2012,0,0,0,0,0,0,0,0,1,1,3.608,720,Client_oriented,MIDDLEBURYCOLLEGE,Physics,Nepal,BachelorofArts,,Pennsylvania,1,1,1985
713,2012,0,0,0,0,0,0,0,0,1,1,3.5610001,750,Investments,UBOMBAY,Engineering,India,BachelorofScience,,,1,1,1980
714,2012,0,0,0,0,0,0,0,0,1,1,3.438,660,Client_oriented,NORTHWESTERNUNIVERSITY,Other,Canada,BachelorofScience,,Texas,0,1,1981
715,2012,0,0,0,0,0,0,0,0,1,1,3.3699999,680,Client_oriented,PENNSYLVANIASTATEUNIVERSITY,Management,USA,BachelorofScience,,Pennsylvania,1,0,1983
716,2012,0,0,0,0,1,0,0,0,0,1,3.0929999,600,Others,CARNEGIE-MELLONUNIVERSITY,Engineering,USA,BachelorofScience,,NewYork,1,0,1984
717,2012,0,1,0,0,1,0,0,0,0,0,3.3329999,690,Investments,BOSTONUNIVERSITY,Psychology,USA,BachelorofArts,,NewYork,0,0,1983
718,2012,0,0,0,0,0,0,0,0,1,1,3.8180001,750,Client_oriented,UMADRAS,ComputerScience,India,BachelorofEngineering/ExecProgram,,ForeignCountry,1,1,1980
719,2012,0,0,0,0,0,0,0,0,1,1,3.78,710,Production,,OtherBusiness,SouthAfrica,BachelorofBusinessAdministration,,NewYork,0,1,1982
720,2012,0,0,0,0,0,0,0,0,1,1,3.2869999,710,Investments,MOUNTHOLYOKECOLLEGE,Economics,Bulgaria,BachelorofArts,,ForeignCountry,0,1,1980
721,2011,1,1,0,0,0,0,1,0,0,0,3.605,730,Investments,,OtherBusiness,HongKong,BachelorofBusinessAdministration,,ForeignCountry,0,1,1982
722,2012,0,0,0,0,0,0,0,0,1,1,3.23,720,Others,,Engineering,Israel,BachelorofScience,,ForeignCountry,1,1,1979
723,2012,0,0,0,0,0,0,0,0,1,1,2.8050001,630,Others,METROPOLITANSTATEUNIVERSITY,OtherBusiness,USA,,,NewYork,1,0,1978
724,2012,0,1,0,0,0,0,0,0,0,1,3.24,730,Investments,MOSCOWSTATEUNIVERSITYOFMANAGEMENT,Management,Russia,BachelorofArts,,NewYork,0,1,1978
725,2012,0,0,0,0,0,0,0,0,1,1,3.6589999,750,Investments,CORNELLUNIVERSITY,Mathematics,USA,BachelorofArts,,NewYork,1,0,1981
726,2012,0,0,0,0,0,0,0,0,1,1,3.6459999,770,Client_oriented,STANFORDUNIVERSITY,Engineering,India,BachelorofScience,,ForeignCountry,1,1,1984
727,2012,0,0,0,0,0,0,0,0,1,1,3.3199999,630,Unknown,INSTTECAUTODEMEXICO(ITAM),Economics,Mexico,BachelorofArts,,ForeignCountry,0,1,1982
728,2012,0,0,0,0,0,0,0,0,1,1,3.6619999,720,Investments,ROVIRAIVIRGILIU,OtherBusiness,Spain,,,ForeignCountry,1,1,1982
729,2011,0,1,1,0,1,0,0,0,0,0,3.03,640,Investments,,OtherBusiness,Lebanon,,,NewYork,1,1,1984
730,2012,0,0,0,0,0,0,0,0,1,1,3.3789999,750,Unknown,UNIVERSITYCHICAGO,Economics,USA,BachelorofArts,,NewJersey,1,0,1983
731,2013,0,0,0,0,0,0,0,0,1,1,3.1830001,710,Unknown,SOOKMYUNGWOMEN'SUNIV,OtherBusiness,Korea,BachelorofBusinessAdministration,,ForeignCountry,0,1,1983
732,2012,0,0,0,0,0,0,0,0,1,1,3.2679999,720,Others,MIDDLEBURYCOLLEGE,OtherScience,USA,BachelorofArts,,NewYork,0,0,1983
733,2012,0,0,0,0,0,0,0,0,1,1,3.234,680,Unknown,UNIVERSITYTEXAS,Finance,USA,BachelorofBusinessAdministration,,Texas,0,0,1984
734,2012,0,0,0,0,0,0,0,0,1,1,3.118,610,Others,TEMPLEUNIVERSITY,Finance,USA,BachelorofBusinessAdministration,,NewYork,0,0,1979
735,2012,0,0,0,0,0,0,0,0,1,1,3.1199999,700,Others,BeijingForeignStudiesUniv,English,Peop.Rep.China,BachelorofArts,,ForeignCountry,0,1,1982
736,2012,0,0,0,0,0,0,0,0,1,1,3.4219999,700,Unknown,UNIVERSITYCALIFORNIABERKELEY,BiologicalSciences,USA,BachelorofArts,,California,1,0,1982
737,2012,0,0,0,0,0,0,0,0,1,1,3.3399999,640,Client_oriented,GEORGEMASONUNIVERSITY,Government,USA,BachelorofArts,,NewYork,0,0,1982
738,2012,0,0,0,0,0,0,0,0,1,1,3.329,660,Client_oriented,HARVARDUNIVINSTINTRNT'LDEV,History,USA,BachelorofArts,,NewYork,1,0,1981
739,2012,0,0,0,0,0,0,0,0,1,1,3.348,710,Investments,INSTOFTEC&HIGHERSTUD-ITESM,Finance,Mexico,BachelorofArts,,ForeignCountry,1,1,1982
740,2012,0,0,0,0,0,0,0,0,1,1,3.3280001,670,Others,DUKEUNIVERSITY,Economics,USA,BachelorofArts,,NewYork,1,0,1986
741,2012,0,0,0,0,0,0,0,0,1,1,3.513,740,Others,INDIANINSTITUTEOFTECH,Mathematics,India,,,ForeignCountry,1,1,1980
742,2012,0,0,0,0,0,0,0,0,1,1,3.345,640,Investments,UNIVERSITYMASSACHUSETTSAMHERST,Finance,USA,BachelorofBusinessAdministration,,NewYork,1,0,1983
743,2012,0,0,0,0,0,0,0,0,1,1,3.1700001,680,Others,UNITEDSTATESMILITARYACADEMY,OtherSocial,USA,BachelorofScience,,NewYork,1,0,1980
744,2012,0,0,0,0,0,0,0,0,1,1,3.5699999,710,Others,BOSTONCOLLEGE,Management,USA,BachelorofScience,,Massachusetts,1,0,1983
745,2012,0,0,0,0,0,0,0,0,1,1,3.4200001,690,Production,OHIOSTATEUNIVERSITY,Finance,USA,,,NewYork,1,0,1984
746,2015,0,0,0,0,0,0,0,0,0,0,3.6029413,0,Unknown,PENNSYLVANIASTUNIV,BiologicalSciences,USA,BachelorofScience,AsianorPacificIslander,Virginia,1,0,1988
747,2015,0,0,0,0,0,0,0,0,1,1,3.7388887,0,Unknown,DARTMOUTHCOLLEGE,Psychology,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1988
748,2012,0,0,0,0,0,0,0,0,1,1,3.2149999,760,Client_oriented,NORTHWESTERNUNIVERSITY,History,USA,BachelorofArts,,NewYork,1,0,1982
749,2012,0,0,0,0,0,0,0,0,1,1,3.5699999,740,Others,COLUMBIAUNIVSCHGENRLSTDS,Engineering,USA,BachelorofScience,,Massachusetts,1,0,1979
750,2015,0,0,0,0,0,0,0,0,1,1,3.6663792,0,Unknown,YALEUNIVERSITY,BiologicalSciences,USA,BachelorofScience,WhiteNon-hispanic,NewYork,1,0,1988
751,2012,0,0,0,0,0,0,0,0,1,1,3.1900001,600,Client_oriented,MAASTRICHTUNIVERSITY,OtherSocial,Germany,BachelorofArts,,NewYork,0,1,1982
752,2012,0,0,0,0,0,0,0,0,1,1,3.3199999,720,Production,GEORGETOWNUNIV,Economics,USA,BachelorofArts,,,0,0,1983
753,2012,0,0,0,0,0,0,0,0,1,1,3.273,640,Production,UNIVERSITYPENNSYLVANIA,CommunicationAndJournalism,USA,BachelorofArts,,NewYork,0,0,1982
754,2012,0,0,0,0,0,0,0,0,1,1,3.165,690,Others,NORTHWESTERNUNIVERSITY,Mathematics,USA,BachelorofArts,,Pennsylvania,0,0,1983
755,2012,0,0,0,0,0,0,0,0,1,1,3.322,690,Investments,UNIVERSITYCALIFORNIABERKELEY,PoliticalScience,USA,BachelorofArts,,NewYork,1,0,1983
756,2012,0,0,0,0,0,0,0,0,1,1,3.655,710,Production,GEORGETOWNUNIV,Finance,USA,BachelorofScience,,NewYork,1,0,1981
757,2012,0,0,0,0,0,0,0,0,1,1,3.3,730,Unknown,BRANDEISUNIVERSITY,BiologicalSciences,USA,BachelorofScience,,Connecticut,1,0,1982
758,2012,0,1,0,0,1,1,0,1,0,0,3.5899999,760,Others,NORTHWESTERNUNIVERSITY,Economics,USA,BachelorofArts,,NewYork,1,0,1985
759,2012,0,0,0,0,0,0,0,0,1,1,3.3069999,680,Production,BOSTONUNIVERSITY,Finance,USA,BachelorofScience,,NewYork,0,0,1984
760,2012,0,1,0,0,0,1,0,0,0,0,3.372,720,Others,BROWNUNIVERSITY,OtherScience,USA,BachelorofScience,,NewYork,0,0,1981
761,2012,0,0,0,0,0,0,0,0,1,1,3.6670001,690,Others,BARNARDCOLLEGE,History,USA,BachelorofArts,,NewYork,0,0,1985
762,2014,0,0,0,0,0,0,0,0,1,1,3.5120001,710,Others,TUFTSUNIVERSITY,PoliticalScience,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1986
763,2012,0,0,0,0,0,0,0,0,1,1,3.7309999,720,Client_oriented,SHARIFINSTITUTEOFTECHNOLOGY,Engineering,Iran,BachelorofScience,,NewYork,0,1,1980
764,2012,0,1,0,0,1,1,0,1,0,0,3.737,720,Investments,UBRASILIA,Engineering,USA,BachelorofScience,,ForeignCountry,1,0,1981
765,2012,0,0,0,0,0,0,0,0,1,1,3.237,650,Others,CARLETONCOLLEGE,Economics,USA,BachelorofArts,,NewYork,0,0,1981
766,2012,0,0,0,0,0,0,0,0,1,1,2.8340001,680,Unknown,UIBERO-AMERICA,Law,Mexico,Other,,ForeignCountry,1,1,1983
767,2012,1,1,0,0,0,0,0,0,0,0,3.8,740,Investments,,Engineering,Singapore,BachelorofEngineering/ExecProgram,,ForeignCountry,1,1,1981
768,2012,0,0,0,0,0,0,0,0,1,1,3.243,770,Investments,UNIVILLINOISURBANA,Engineering,India,BachelorofScience,,ForeignCountry,1,1,1985
769,2012,1,1,0,0,0,1,0,0,0,0,3.2449999,750,Client_oriented,UOFINT'LBUS&ECONBEIJING,Accounting,Peop.Rep.China,BachelorofScience,,NewYork,1,1,1979
770,2012,0,0,0,0,0,0,0,0,1,1,3.5680001,750,Client_oriented,UNIVERSITYTEXAS,Engineering,USA,BachelorofScience,,Texas,1,0,1981
771,2012,0,0,0,0,0,0,0,0,1,1,3.9349999,740,Investments,UNIVERSITYVIRGINIA,Engineering,Turkey,BachelorofScience,,NewYork,1,1,1983
772,2012,0,0,0,0,0,0,0,0,1,1,3.415,690,Investments,VILLANOVAUNIVERSITY,PoliticalScience,USA,BachelorofArts,,NewYork,1,0,1983
773,2012,0,0,0,0,0,0,0,0,1,1,3.3929999,740,Unknown,TUFTSUNIVERSITY,Economics,USA,BachelorofArts,,NewYork,1,0,1982
774,2012,0,0,0,0,0,0,0,0,1,1,2.9949999,690,Others,UNIVERSITYNORTHCAROLINA,Psychology,USA,BachelorofArts,,NewJersey,0,0,1985
775,2012,0,0,0,0,0,0,0,0,1,1,3.2969999,650,Unknown,SUNYCENTERBUFFALO/AMHERST,Finance,USA,BachelorofScience,,NewYork,1,0,1981
776,2012,0,0,0,0,0,0,0,0,1,1,3.2349999,690,Unknown,CALIFORNIASTATEPOLYTECHNICUNIVPOMONA,Finance,USA,BachelorofScience,,California,0,0,1981
777,2012,0,0,0,0,0,0,0,0,1,1,3.54,710,Others,AUBURNUNIVERSITY,Finance,USA,BachelorofScience,,NewYork,0,0,1982
778,2012,0,0,0,0,0,0,0,0,1,1,3.4749999,720,Investments,INSTOFTEC&HIGHERSTUD-ITESM,Engineering,Mexico,BachelorofScience,,ForeignCountry,0,1,1983
779,2012,0,0,0,0,0,0,0,0,1,1,3.2650001,720,Client_oriented,MIAMIUNIVERSITY,Marketing,USA,,,Connecticut,1,0,1985
780,2012,0,0,0,0,0,0,0,0,1,1,3.325,720,Unknown,TUFTSUNIVERSITY,Economics,USA,BachelorofArts,,NewYork,1,0,1981
781,2012,0,0,0,0,0,0,0,0,1,1,3.3280001,710,Unknown,CORNELLUNIVERSITY,Economics,USA,BachelorofArts,,NewYork,1,0,1982
782,2012,0,0,0,0,0,0,0,0,1,1,3.4949999,680,Investments,UNIVERSITYNORTHCAROLINA,OtherBusiness,USA,BachelorofScience,,NewYork,1,0,1980
783,2012,0,0,0,0,0,0,0,0,1,1,3.595,710,Unknown,DARTMOUTHCOLLEGE,Economics,USA,BachelorofArts,,NewYork,1,0,1981
784,2012,0,0,0,0,0,0,0,0,1,1,3.78,760,Investments,UNIVERSITYNOTREDAME,Engineering,USA,BachelorofScience,,NewYork,1,0,1983
785,2012,0,0,0,0,0,0,0,0,1,1,3.102,730,Investments,NATLTAIWANUNIV,Finance,Taiwan,BachelorofBusinessAdministration,,ForeignCountry,0,1,1983
786,2012,0,0,0,0,0,0,0,0,1,1,3.4389999,730,Investments,TsinghuaUniversity,Accounting,Peop.Rep.China,BachelorofBusinessAdministration,,ForeignCountry,1,1,1984
787,2012,0,0,0,0,0,0,0,0,1,1,3.28,690,Unknown,DUKEUNIVERSITY,Psychology,USA,BachelorofScience,,California,0,0,1980
788,2012,0,1,0,1,0,0,0,0,0,0,3.747,710,Investments,UNIVERSITYNOTREDAME,ComputerScience,India,BachelorofScience,,NewYork,0,1,1983
789,2012,0,0,0,0,0,0,0,0,1,1,3.822,740,Others,YALEUNIVERSITY,ForeignLanguages,USA,BachelorofArts,,NewYork,1,0,1982
790,2012,0,0,0,0,1,0,0,0,0,0,3.076,610,Others,ULIMA,Economics,USA,BachelorofArts,,NewYork,0,0,1978
791,2012,0,0,0,0,0,0,0,0,1,1,3.5090001,660,Investments,CALDWELLCOLLEGE,Economics,USA,BachelorofScience,,NewYork,1,0,1984
792,2012,0,0,0,0,0,0,0,0,1,1,3.1070001,760,Client_oriented,UNIVERSITYCALIFORNIASANTACRUZ,Economics,USA,BachelorofArts,,California,1,0,1982
793,2012,0,0,0,0,0,0,0,0,1,1,3.112,720,Unknown,UNIVERSITYVIRGINIA,OtherScience,USA,BachelorofArts,,Maryland,1,0,1985
794,2012,0,0,0,0,0,0,0,0,1,1,3.359,740,Investments,VASSARCOLLEGE,Economics,Australia,BachelorofArts,,ForeignCountry,1,1,1983
795,2012,0,0,0,0,0,0,0,0,1,1,3.0469999,750,Unknown,MICHIGANSTATEUNIVERSITY,OtherBusiness,Korea,BachelorofArts,,ForeignCountry,1,1,1979
796,2012,0,0,0,0,0,0,0,0,1,1,3.549,740,Others,YALEUNIVERSITY,Psychology,USA,BachelorofArts,,Georgia,1,0,1985
797,2012,0,0,0,0,0,0,0,0,0,1,3.5450001,740,Others,DUKEUNIVERSITY,Physics,Japan,BachelorofArts,,Texas,1,1,1982
798,2012,0,0,0,0,0,0,0,0,1,1,3.5539999,750,Investments,,Economics,USA,BachelorofArts,,NewYork,1,0,1980
799,2012,0,0,0,0,0,0,0,0,1,1,3.277,730,Unknown,NATLTAIWANUNIV,Management,Taiwan,BachelorofBusinessAdministration,,ForeignCountry,1,1,1980
800,2012,0,0,0,0,0,0,0,0,1,1,3.8599999,730,Client_oriented,DUKEUNIVERSITY,Engineering,SouthAfrica,BachelorofScience,,NewYork,1,1,1984
801,2012,0,0,0,0,0,0,0,0,1,1,3.043,700,Client_oriented,UNIVCALIFORNIALOSANGELES,Economics,USA,BachelorofArts,,NewYork,0,0,1982
802,2012,0,1,0,0,0,0,0,0,0,0,3.658,710,Unknown,,Economics,Canada,BachelorofArts,,ForeignCountry,0,1,1980
803,2012,0,0,0,0,0,0,0,0,1,1,3.6630001,730,Investments,,Accounting,HongKong,BachelorofBusinessAdministration,,NewYork,1,1,1983
804,2012,0,0,0,0,0,0,0,0,1,1,3.145,630,Others,TUFTSUNIVERSITY,Economics,USA,BachelorofArts,,NewYork,1,0,1978
805,2012,0,0,0,0,0,0,0,0,1,1,3.862,770,Investments,GEORGETOWNUNIV,IndustrialRelations,USA,BachelorofScience,,NewYork,1,0,1983
806,2012,0,1,0,0,0,0,0,0,0,0,3.5810001,680,Unknown,KEIOUNIV,Law,Japan,BachelorofArts,,ForeignCountry,1,1,1979
807,2012,0,0,0,0,0,0,0,0,1,1,3.3859999,730,Client_oriented,GEORGETOWNUNIV,Economics,USA,BachelorofScience,,NewYork,1,0,1983
808,2012,0,0,0,0,0,0,0,0,1,1,3.7149999,730,Production,BROWNUNIVERSITY,OtherHumanities,USA,BachelorofArts,,NewYork,0,0,1984
809,2012,0,0,0,0,0,0,0,0,1,1,3.7349999,770,Investments,UNIVERSITYCALIFORNIAIRVINE,ComputerScience,USA,BachelorofScience,,NewYork,1,0,1981
810,2012,0,0,0,0,0,0,0,0,1,1,3.3150001,700,Others,CORNELLUNIVERSITY,CommunicationAndJournalism,USA,BachelorofScience,,NewYork,0,0,1982
811,2012,0,1,1,1,0,0,0,1,0,0,3.293,730,Client_oriented,,Engineering,Canada,BachelorofScience,,Massachusetts,1,1,1976
812,2012,0,0,0,0,0,0,0,0,1,1,3.24,720,Others,VASSARCOLLEGE,Economics,Ghana,BachelorofArts,,Georgia,1,1,1983
813,2012,0,1,0,0,0,0,0,0,0,1,3.378,690,Client_oriented,VIRGINIAPOLYTECHNICINSTSTATEUNIVERSITY,BiologicalSciences,USA,BachelorofScience,,NewYork,0,0,1983
814,2012,1,1,0,0,0,0,0,0,0,0,3.4560001,770,Investments,,Engineering,Canada,BachelorofEngineering/ExecProgram,,NewYork,1,1,1982
815,2012,0,0,0,0,0,0,0,0,1,1,3.237,740,Others,UNIVERSITYMIAMI,Finance,USA,BachelorofBusinessAdministration,,Florida,1,0,1984
816,2012,0,0,0,0,0,0,0,0,1,1,3.4170001,700,Client_oriented,GRINNELLCOLLEGE,Economics,Philippines,BachelorofArts,,ForeignCountry,1,1,1982
817,2012,0,1,1,0,0,1,0,1,0,0,3.4630001,720,Client_oriented,CORNELLUNIVERSITY,Engineering,Thailand,BachelorofScience,,NewYork,1,1,1983
818,2012,0,0,0,0,0,0,0,0,1,1,3.895,740,Investments,YALEUNIVERSITY,Economics,USA,BachelorofArts,,NewYork,1,0,1984
819,2012,0,0,0,0,0,0,0,0,1,1,3.1329999,680,Production,UNIVCALIFORNIALOSANGELES,Economics,USA,BachelorofArts,,California,0,0,1983
820,2012,1,1,0,0,0,0,0,0,0,0,3.48,740,Client_oriented,CORNELLUNIVERSITY,Engineering,USA,BachelorofScience,,California,1,0,1982
821,2012,0,0,0,0,0,0,0,0,1,1,3.2550001,700,Production,PURDUEUNIVERSITY,Engineering,Colombia,BachelorofScience,,ForeignCountry,1,1,1981
822,2013,0,0,0,0,0,0,0,0,1,1,2.8099999,760,Investments,KATHMANDUCOLLEGE,OtherBusiness,Nepal,Other,,ForeignCountry,1,1,1982
823,2015,0,0,0,0,0,0,0,0,1,1,3.4794118,0,Others,GEORGETOWNUNIV,BiologicalSciences,USA,BachelorofScience,WhiteNon-hispanic,NewYork,1,0,1988
824,2012,0,0,0,0,0,0,0,0,1,1,3.325,750,Client_oriented,TUFTSUNIVERSITY,Economics,Canada,BachelorofArts,,ForeignCountry,1,1,1983
825,2012,0,0,0,0,0,0,0,0,1,1,3.3050001,640,Others,TUFTSUNIVERSITY,Economics,India,BachelorofArts,,ForeignCountry,0,1,1980
826,2012,0,0,0,0,0,0,0,0,1,1,3.71,670,Production,UNIVERSITYDELAWARE,Accounting,USA,BachelorofScience,,NewJersey,0,0,1980
827,2012,0,0,0,0,0,0,0,0,1,1,3.602,760,Investments,CARNEGIE-MELLONUNIVERSITY,Engineering,Canada,BachelorofScience,,ForeignCountry,1,1,1981
828,2012,0,0,0,0,0,0,0,0,1,1,3.05,700,Production,SMITHCOLLEGE,History,USA,BachelorofArts,,NewYork,0,0,1984
829,2012,0,0,0,0,0,0,0,0,1,1,3.96,780,Others,INSTITUTOMILITARDEENGENHARIA,Engineering,Brazil,BachelorofEngineering/ExecProgram,,California,1,1,1982
830,2012,0,0,0,0,0,0,0,0,1,1,3.5050001,700,Client_oriented,HOWARDUNIVERSITY,Engineering,USA,BachelorofScience,,Massachusetts,1,0,1984
831,2012,0,0,0,0,0,0,0,0,1,1,3.082,670,Others,TUFTSUNIVERSITY,Sociology,USA,BachelorofArts,,Indiana,1,0,1981
832,2012,0,0,0,0,0,0,0,0,1,1,3.812,730,Client_oriented,BOSTONCOLLEGE,Management,USA,BachelorofScience,,NewYork,0,0,1985
833,2012,0,0,0,0,0,0,0,0,1,1,3.8529999,720,Investments,,Finance,Lebanon,,,ForeignCountry,0,1,1984
834,2012,0,0,0,0,0,0,0,1,0,0,3.5309999,740,Unknown,UTOKYO,Finance,Japan,BachelorofArts,,ForeignCountry,1,1,1977
835,2012,0,0,0,0,0,0,0,0,1,1,3.549,730,Others,UNIVERSITYCALIFORNIABERKELEY,Other,USA,BachelorofArts,,California,0,0,1985
836,2012,0,0,0,0,0,0,0,0,1,1,3.6199999,720,Others,WASHINGTONUNIVERSITY,OtherSocial,USA,BachelorofArts,,NewYork,0,0,1983
837,2012,0,0,0,0,0,0,0,0,1,1,3.3540001,730,Client_oriented,,Management,Canada,,,ForeignCountry,0,1,1983
838,2012,0,0,0,0,0,0,0,0,1,1,3.52,680,Client_oriented,GEORGIAINSTITUTETECHNOLOGY,Engineering,USA,BachelorofScience,,NewYork,0,0,1984
839,2012,0,0,0,0,0,0,0,0,0,1,3.5829999,770,Client_oriented,UFEDERALDEMINASGERAIS,AdminPublicHealth,Brazil,BachelorofScience,,ForeignCountry,1,1,1980
840,2012,0,0,0,0,0,0,0,0,1,1,3.3570001,710,Investments,VILLANOVAUNIVERSITY,PoliticalScience,USA,BachelorofArts,,NewYork,1,0,1983
841,2012,0,0,0,0,0,0,0,0,1,1,3.47,760,Others,PONTUCATOLICABRAZIL,Economics,Brazil,BachelorofScience,,ForeignCountry,1,1,1983
842,2012,0,0,0,0,0,0,0,0,1,1,3.095,700,Unknown,UNIVERSITYCALIFORNIAIRVINE,Sociology,USA,BachelorofArts,,Arizona,0,0,1981
843,2012,0,1,0,0,0,0,0,0,0,1,3.529,710,Production,TUFTSUNIVERSITY,Economics,USA,BachelorofArts,,NewYork,0,0,1984
844,2012,0,0,0,0,0,0,0,0,1,1,3.122,660,Unknown,UIBERO-AMERICA,Engineering,Mexico,BachelorofScience,,ForeignCountry,0,1,1983
845,2015,0,0,0,0,0,0,0,0,1,1,3.4024999,740,Investments,,Economics,Canada,BachelorofArts,,ForeignCountry,1,1,1987
846,2011,0,0,0,0,0,0,0,0,1,1,3.24,690,Production,UNIVERSITYNORTHCAROLINA,CommunicationAndJournalism,USA,BachelorofArts,,NewYork,0,0,1981
847,2013,0,0,0,0,0,0,0,0,1,1,2.967,650,Unknown,LEHIGHUNIVERSITY,Finance,USA,BachelorofScience,WhiteNon-hispanic,NewYork,1,0,1983
848,2013,0,0,0,0,0,0,0,0,1,1,3.26,700,Unknown,BABSONCOLLEGE,Economics,USA,BachelorofScience,WhiteNon-hispanic,NewYork,1,0,1984
849,2013,1,1,0,0,1,0,0,0,0,0,3.608,760,Investments,UNIVERSITYVIRGINIA,Finance,USA,BachelorofScience,,Virginia,1,0,1986
850,2013,0,0,0,0,0,0,0,0,1,1,3.4849999,670,Client_oriented,UNIVCALIFORNIALOSANGELES,Economics,USA,BachelorofArts,,California,0,0,1985
851,2012,0,1,1,0,0,1,0,0,0,1,3.6300001,690,Unknown,INSTITUTOMILITARDEENGENHARIA,Engineering,Brazil,BachelorofEngineering/ExecProgram,,ForeignCountry,1,1,1978
852,2015,0,0,0,0,0,0,0,0,1,1,3.6970589,780,Others,UNIVERSITYSOUTHERNCALIFORNIA,OtherBusiness,USA,BachelorofScience,AsianorPacificIslander,California,1,0,1987
853,2013,0,0,0,0,0,0,0,0,1,1,3.3069999,740,Others,COLUMBIAUNIVSCHGENRLSTDS,ComputerScience,USA,BachelorofScience,,NewJersey,1,0,1981
854,2013,0,0,0,0,0,0,0,0,1,1,3.753,750,Others,PENNSYLVANIASTATEUNIVERSITY,Finance,USA,BachelorofScience,WhiteNon-hispanic,Pennsylvania,1,0,1984
855,2013,0,0,0,0,0,0,0,0,1,1,3.517,650,Investments,BERNARDMBARUCHCOLLEGE,Accounting,Colombia,BachelorofBusinessAdministration,,NewYork,1,1,1983
856,2013,0,0,0,0,0,0,0,0,1,1,3.2030001,610,Client_oriented,BENTLEYCOLLEGE,Management,USA,BachelorofScience,,Massachusetts,0,0,1982
857,2013,0,0,0,0,0,0,0,0,1,1,3.483,740,Investments,BOSTONUNIVERSITY,Finance,USA,,WhiteNon-hispanic,NewYork,1,0,1984
858,2013,0,1,1,0,0,0,0,0,0,1,3.2969999,730,Unknown,HARTWICKCOLLEGE,Management,USA,BachelorofArts,BlackNon-hispanic,NewYork,0,0,1985
859,2013,0,1,0,0,0,1,0,0,0,0,3.362,710,Client_oriented,UNIVERSITYNORTHCAROLINA,OtherBusiness,USA,BachelorofScience,WhiteNon-hispanic,NewYork,1,0,1984
860,2013,0,0,0,0,0,0,0,0,1,1,3.7,720,Others,HARVARDCOLLEGE,Government,USA,BachelorofArts,,NewYork,1,0,1981
861,2013,0,0,0,0,0,0,0,0,1,1,3.9649999,780,Investments,RUTGERSSTATEUNIVERSITYRUTGERSCOLLEGE,Accounting,USA,BachelorofScience,,NewJersey,1,0,1985
862,2013,0,0,0,0,0,0,0,0,1,1,3.2750001,690,Unknown,SPELMANCOLLEGE,ComputerScience,USA,BachelorofScience,BlackNon-hispanic,NewJersey,0,0,1977
863,2013,0,0,0,0,0,0,0,0,1,1,3.332,0,Investments,UNIVERSITYCHICAGO,Economics,USA,BachelorofArts,,Ohio,1,0,1983
864,2013,0,0,0,0,0,0,0,0,1,1,3.4170001,730,Others,UNIVERSITYNOTREDAME,Finance,USA,BachelorofBusinessAdministration,,Illinois,1,0,1983
865,2013,0,0,0,0,0,0,0,0,1,1,3.5680001,710,Others,GEORGEWASHINGTONUNIVERSITY,Marketing,USA,BachelorofBusinessAdministration,,Connecticut,0,0,1986
866,2013,0,1,0,0,1,1,0,0,0,0,3.221,690,Unknown,UNIVERSITYMASSACHUSETTSAMHERST,Engineering,USA,BachelorofScience,,Massachusetts,1,0,1983
867,2013,0,0,0,0,0,0,0,0,1,1,3.582,680,Others,CARNEGIE-MELLONUNIVERSITY,Psychology,USA,BachelorofScience,BlackNon-hispanic,Virginia,1,0,1984
868,2013,0,0,0,0,0,0,0,0,1,1,3.2850001,640,Others,WILLIAMSCOLLEGE,PoliticalScience,USA,BachelorofArts,Hispanic,NewYork,0,0,1982
869,2013,0,0,0,0,0,0,0,0,1,1,3.5999999,660,Investments,UDEBUENOSAIRES,Economics,Argentina,BachelorofScience,WhiteNon-hispanic,NewYork,1,1,1985
870,2013,0,0,0,0,0,0,0,0,1,1,3.2320001,700,Others,GEORGEWASHINGTONUNIVERSITY,IndustrialRelations,India,BachelorofArts,,NewYork,0,1,1985
871,2013,0,1,1,0,0,0,0,0,0,1,3.4349999,730,Others,NORTHWESTERNUNIVERSITY,Engineering,USA,BachelorofScience,WhiteNon-hispanic,NewYork,1,0,1984
872,2013,0,0,0,0,0,0,0,0,1,1,3.733,750,Investments,UNIVERSITYFLORIDA,Engineering,USA,BachelorofScience,WhiteNon-hispanic,NewJersey,1,0,1983
873,2013,0,0,0,0,0,0,0,0,1,0,3.26,610,Client_oriented,NORTHCAROLINAAGRITECHSTUNIV,Engineering,USA,BachelorofScience,BlackNon-hispanic,Michigan,1,0,1985
874,2013,0,0,0,0,0,0,0,0,1,1,3.602,770,Unknown,,Engineering,Canada,,,ForeignCountry,1,1,1982
875,2013,0,0,0,0,0,0,0,0,1,1,3.1300001,760,Others,ForeignAffairsCollege/China,Economics,Peop.Rep.China,BachelorofArts,,ForeignCountry,1,1,1981
